Geneid	Length
68235	1710
387524	2610
107607	4415
110175	1362
353172	2390
12922	2654
21743	1023
330323	4785
11826	2760
14602	1598
330324	3151
11517	6243
11922	2154
100041339	1092
232016	3284
19051	1738
18575	12827
66373	501
78937	6691
210973	3868
27055	3011
100861676	602
107569	1780
171194	894
171192	948
171193	912
434016	936
171205	1213
171203	1051
113858	936
113860	900
626397	924
113862	903
113864	912
113863	900
171202	912
171189	912
171199	900
171200	927
434017	912
243382	5560
67138	5279
66459	5410
71835	3657
232023	2886
171201	894
171196	909
171197	909
171191	891
113865	909
171190	1020
171206	912
171198	909
113859	912
171195	909
626828	912
26357	2491
73998	4731
58243	1894
58909	4293
68140	3007
243385	3100
434019	2527
208079	1448
20617	1463
70945	4636
100504262	1661
232035	5654
14804	3024
100504298	7189
11921	2098
13990	5098
54486	3298
634745	393
243407	2953
414084	3769
68169	4684
70779	2182
67653	1444
56150	1725
171188	2442
171187	918
546901	930
171185	891
171184	918
171183	909
171186	909
546903	918
100042008	498
75373	1634
14701	4363
13197	1224
320172	1762
319665	2041
66870	6685
16162	2947
209590	2488
56753	1764
692187	362
75070	466
243420	362
628027	362
243423	362
628056	362
628072	453
692182	353
243433	344
243428	353
243431	351
628144	351
434024	359
667435	353
434025	348
16098	357
381776	360
545847	353
381777	357
628268	362
381778	348
692169	347
724035	211
243439	353
434028	362
435900	347
692165	345
434031	347
667550	347
692161	347
384410	351
434033	358
434034	351
384411	338
692154	362
243451	343
434036	347
692152	347
243453	358
545848	348
213684	358
545849	358
236047	358
628516	358
385109	352
692138	232
434586	352
385120	438
628541	348
384515	352
19783	238
628571	352
636752	352
546244	352
667683	352
385277	264
381831	330
384514	332
235952	352
385253	352
385291	352
546213	358
619806	358
381782	352
619846	347
692245	347
545850	347
545851	347
381783	347
619960	347
620017	347
620050	347
384417	347
620088	347
620105	362
620126	365
243461	365
434039	347
384419	365
620191	347
434040	365
434041	360
620240	371
381784	347
677858	365
434685	284
637227	347
620400	362
108024	347
232065	365
667859	370
667865	347
640340	365
108022	347
667881	347
667899	357
667914	359
667924	359
667928	359
108005	359
667940	359
626347	359
667946	359
626583	359
108004	359
110759	38
110760	39
110761	38
110762	38
110763	38
16071	320
19895	1772
13666	4496
74221	807
232077	1206
619547	413
232078	1850
14080	492
12180	3361
57896	1749
381785	2868
12526	1416
12525	3130
68477	6165
22644	3264
66700	2592
104263	4923
52250	3804
66223	3695
76614	2761
69956	2595
20019	6109
330350	2631
20454	2448
71265	1670
71093	2355
20388	1876
28035	2237
100504536	963
68364	4636
232086	1510
66510	1383
53620	1648
22320	786
56316	2899
232087	2804
78108	1933
71130	1278
12332	1249
232089	2235
67442	1937
22134	5025
21415	2784
100038714	1529
74287	3251
19240	943
330354	3513
330355	12652
56451	1392
66740	1095
100043338	495
12386	4130
74342	2521
70753	2219
434050	1236
18489	759
30053	782
19694	837
19693	692
19692	769
19695	774
100504701	2088
100463512	334
243499	3693
100504719	1756
723871	78
74220	787
330361	3375
56284	5016
100504740	1535
232146	1768
21336	5026
66979	1694
15277	5513
69652	1831
20355	5014
110958	2051
13448	1807
16950	4049
64704	1725
11993	1511
93838	3158
21909	1434
69837	874
16815	817
100499518	77
243510	3129
68499	620
57377	2770
22377	1321
70020	1038
20166	3358
75659	1267
71837	2050
13191	4508
232156	5124
17768	2070
232157	1562
78653	530
194388	10907
320775	1689
27369	1110
11468	1315
70527	2157
100861870	3734
51811	2400
246278	1530
545859	1435
574519	2118
24113	1233
110935	1927
67934	349
75305	1737
21766	1454
665004	795
56174	1422
232164	3325
18139	6470
26903	7056
100038556	762
232174	4849
75914	5440
108176	986
545861	4643
20751	1226
13796	1173
94282	3654
52055	6124
735267	82
384452	1602
232187	2493
73327	1296
12468	2452
330369	6562
13656	2100
236266	9984
100043497	686
93674	1966
623273	1170
100504710	1380
69049	986
68396	932
100043508	483
93673	3280
75541	3278
66116	1011
69786	2241
72102	6435
100502586	705
26910	759
11519	3119
21802	4229
66488	1606
68011	393
100502598	627
66881	4291
21841	4483
232196	3123
381792	775
23983	1678
72012	681
67855	1537
17119	4662
66618	836
23885	2944
11746	2003
67170	1034
269774	19345
56748	955
14583	6248
52372	2227
69538	5264
66283	1220
66284	777
68888	793
12154	1317
232201	2909
58182	4056
72103	3278
320001	2822
613264	1047
100503261	1290
58229	2754
545864	1349
54368	811
69834	4741
57905	1620
12785	2178
54161	4504
232210	1408
243529	1062
434064	1423
19349	624
103963	3642
14461	3243
56691	989
65967	2679
56505	1655
53421	3039
74589	1986
23945	4628
80283	1880
319655	2000
100038356	3118
100861958	527
17216	3371
24100	1829
232217	2621
434065	1054
330379	753
18844	9028
66098	1126
232223	2836
113855	933
113857	1025
113848	1098
113847	1069
113854	933
22297	3249
113856	930
113846	933
113845	909
24112	933
113852	933
22296	2359
113849	930
113850	840
113853	1122
113851	948
243535	1160
71797	1651
243537	3365
80292	6911
243538	2141
66277	2294
100861972	533
107747	3084
100502864	682
71699	2687
232227	6812
665685	803
54563	7035
232232	2494
14115	4477
22421	3176
75787	1112
69798	486
72170	1245
74122	2850
100861999	834
22591	3634
67678	631
100502935	1675
21366	6169
243547	5143
232236	1757
381798	3395
232237	5622
22026	7620
64658	6076
78287	5220
22044	1381
100502961	159
243548	8676
101401	6036
74516	703
330385	995
100503057	951
14924	9757
67582	1922
16206	4966
78773	2232
243574	4703
414067	3653
20917	2279
100862058	674
320265	3252
78482	1703
320701	2182
101351	3205
232286	6781
22200	2443
65106	1339
320502	2242
232288	5029
17342	5178
330390	826
108655	7484
100503384	3690
66892	2513
14761	1140
50501	1513
56353	4376
73395	507
72171	1990
232313	1826
100503438	2084
232314	3641
55983	4106
207157	1560
18488	5183
12661	7751
53870	3580
100503536	2946
269784	6017
16192	3557
70047	3539
58799	4041
16979	3756
74729	1609
58911	2601
100043718	371
16438	9877
100503596	829
75394	2390
20893	3113
67166	2928
100862120	1503
192193	5858
100862128	734
627371	429
108073	4181
67336	452
30937	1728
100503613	2116
243612	1321
12391	1157
18430	4568
58186	2701
259302	8887
14911	2061
14910	1606
72895	6470
269788	4765
97287	2676
211232	2779
78783	4435
18294	1545
52163	1434
101206	1855
68089	2271
101100	3972
101122	1269
14311	1702
67767	1260
57890	2992
171095	2369
171508	2034
210673	3304
66087	1958
211651	4780
70979	1358
101314	1095
22346	2730
108960	3196
381801	2646
58991	527
110379	1301
100504971	440
11941	7050
243616	4066
232333	4295
15465	4078
74244	4033
100862196	647
232334	1293
109292	3251
68971	1166
100503783	1048
20965	5646
110595	1416
19016	1984
381802	1774
70291	2539
67027	2240
110157	3066
94346	1734
67088	5453
19951	504
100217451	129
212516	2551
17193	3584
81896	4067
212541	3236
171506	1114
67784	6907
330401	5719
666634	881
666648	441
28006	4297
67492	2536
71779	4521
11689	2827
100503845	448
258914	930
258019	2672
258020	984
258754	963
258438	933
67255	3165
213391	6344
213393	1317
319776	3335
20315	7161
100126203	1971
330403	1025
72263	418
621705	501
232337	1099
22685	2813
98758	2990
108017	554
70727	3236
78752	3661
19713	7341
73531	787
213895	4288
100503945	731
72720	3661
22750	3921
232339	5704
12288	9053
74363	2166
319618	3311
100503955	1009
319734	5803
211187	3679
68465	3963
22419	2371
101358	4219
111173	9787
67289	837
19365	1978
232341	12052
29862	822
330406	2961
67200	2935
214899	10969
16172	3970
94047	4869
214932	1908
73505	668
330409	9213
71803	1367
11973	1204
94044	6933
12122	1891
100505050	6696
194401	2894
74043	4086
53857	1432
24110	1771
100504054	415
14412	2150
14411	2563
243621	6840
232345	4671
17836	4657
17837	4544
381806	1350
17835	4683
50928	1365
625931	704
17113	2222
13619	3839
74269	817
108653	4017
667035	550
50530	1413
11628	2397
11810	2265
14562	2109
73708	818
100043805	694
639606	882
71950	1356
20527	3959
60611	5013
12267	4299
67602	2393
100862403	386
269799	1558
73149	1330
474145	1092
69810	784
26888	2616
381809	1044
56620	1245
17474	1336
56619	2519
232358	2565
667180	2562
546912	2562
546913	2562
435916	2550
243628	2565
545874	2568
56552	2568
232367	2574
93671	4492
76921	535
19305	3185
232370	4007
232371	3010
50909	2762
50908	2985
667277	2166
317677	2662
14792	2502
14791	1045
12034	1360
387159	72
723944	69
15170	2410
14790	568
19866	62
13498	4396
13807	2631
16977	1470
14794	1179
21991	1601
22225	3176
14793	1488
14695	1846
14789	2779
14788	2676
12504	3095
16768	2003
69202	1155
442825	991
30853	1544
26894	2265
319352	2338
269800	3553
28019	1617
54137	2154
381810	1515
107932	6438
110109	2623
320678	2849
14433	1232
68298	4514
100217413	71
66493	1515
100526526	87
22317	3154
213233	2080
78668	1353
21940	1576
73870	1093
22144	1509
17000	2092
20276	3499
21937	2155
213522	3019
12527	1192
22371	8817
243634	3932
18205	1548
100038574	2825
16493	3005
16485	8970
16494	5839
100504356	1019
66108	1322
11642	3153
101320	2073
19362	1835
28040	2238
14177	1232
64654	1814
319801	3653
100861633	596
12444	5772
77558	1494
101187	3724
381812	1094
381813	2413
100504457	726
68498	4209
109246	3930
330427	3847
21679	3076
22158	3374
72440	1957
14235	4365
71149	1092
60345	1896
101142	2299
14228	2167
791299	4598
11287	4681
667610	517
232400	4698
17057	1274
94071	2160
100043861	645
17059	2632
80782	2212
232406	2742
93675	977
70809	2613
100504591	1082
408064	838
232408	1708
232409	2271
93694	1214
76432	769
12515	1620
381816	1566
232413	2222
71183	1621
56760	1170
232414	3294
243653	3268
56644	2277
108078	3569
330428	2875
100504641	806
57436	1773
100861675	755
243655	913
16643	866
27007	3293
58179	666
16642	782
16641	735
735268	109
503550	838
320407	3913
232415	682
170733	1177
16636	1155
667764	816
16637	1116
16635	971
667769	795
16639	1178
654449	802
16640	1194
16638	1238
16628	823
16631	815
16634	1292
16627	1667
100048471	693
100862219	3798
625558	747
434094	2418
16633	1886
66441	766
243659	3378
56449	1862
71392	602
387355	939
387342	927
387341	927
387340	909
57252	903
387346	930
100502592	897
381833	1621
381832	1284
667929	916
381818	858
19131	870
83380	951
381819	484
387348	888
387349	918
630845	930
353325	933
387351	930
387339	1044
353165	984
353166	993
353167	1002
112408	918
387344	1002
387345	930
387352	936
387354	963
387356	933
387343	951
667992	939
387616	939
381820	2509
232426	647
545884	648
100502708	945
545886	641
16483	608
14011	5541
66813	2220
16974	9368
100861765	1373
67729	2376
67774	1937
70686	5107
232430	2536
14760	2461
72813	2825
12576	2405
381822	607
381823	3284
67755	1764
232431	2072
93746	1385
15199	1061
100502888	2572
74525	4209
100861778	395
14840	1487
76400	1256
13730	2721
100861780	570
14812	7515
668137	1573
100502936	1815
54343	4527
66857	1974
14917	3936
320332	2879
232440	1827
60321	2722
320135	1138
654818	2052
109978	2384
17313	599
69187	953
11857	1100
78600	558
232441	2313
19277	6749
13860	4402
20901	2644
232449	1688
277898	2461
56615	943
109593	2101
50540	1356
70962	1149
632971	682
18705	6290
114875	2182
12344	1265
109135	5133
11569	6616
54611	4205
100093700	3835
58807	3178
28253	3296
435927	2013
28250	3823
28248	3967
625716	1953
28254	2804
108096	2539
15874	696
100862370	588
232491	2155
19691	4701
66964	2796
319552	351
232493	2657
16832	1290
100862384	367
16523	2188
20928	7538
321015	1392
100862392	483
12764	1760
330440	1475
665037	2459
20449	8995
74741	4468
75320	6433
52285	2761
73425	645
20678	7334
66760	904
12035	8102
16970	2313
320662	2534
67636	1623
16653	4670
100039495	886
381827	4600
74071	1534
22147	1567
71323	1733
79362	1421
16651	4408
16439	8331
71177	3059
67529	2828
67623	3312
108098	780
626175	626
74925	740
232533	4617
272322	1740
69371	1268
67533	4875
73344	2034
66532	982
232536	1067
545893	1123
232539	6571
100039641	2361
19227	1512
67015	2459
100039727	921
330450	3397
67456	4127
320737	551
387314	8346
66184	941
622319	2562
320727	5359
232560	3566
56306	2640
109163	1757
320560	9833
320204	1691
232566	1027
100038707	2936
67246	6080
12121	5293
73949	775
245128	3449
100049710	83
100303645	2232
100049715	82
100049711	82
100124471	79
100049714	80
100049712	84
100049713	69
378425	4329
50918	3418
18752	2714
81904	828
81905	1380
54378	783
245126	957
232790	1823
66091	349
69714	1091
68988	3143
232791	2905
100628594	86
69757	2213
353499	2346
77582	2880
66078	1645
76846	703
100861805	390
18733	2728
18722	3440
100041146	2049
18725	3464
675749	2166
100038909	2130
18726	2578
52855	3512
77323	2312
57776	3888
100037396	2536
232798	5094
243813	1690
58804	867
232801	2109
18729	1949
17086	1463
243816	1152
108841	3044
67425	2522
320749	3640
232807	2982
21955	934
21954	824
436022	2189
53420	1750
545902	4020
68255	1222
243819	3793
66245	1488
381979	3184
330460	3418
232811	2235
333182	604
243822	2687
16156	1944
100503176	733
78052	586
664968	1051
19943	496
77891	988
232813	6007
67441	1065
664994	1088
232816	3524
269854	1612
269855	4260
381836	1139
381835	3152
68490	2159
23877	2866
66056	1105
319748	3958
654801	2146
68992	1102
232821	2005
22185	2202
13854	2565
192658	1677
100503864	575
19428	1009
384522	933
81015	1832
665150	933
232827	3404
272350	10141
81014	2683
404284	933
665255	2744
636697	903
636731	903
81016	1996
81017	2172
404285	963
81013	2682
384525	447
83564	3614
67109	1899
72667	4331
100503253	829
232836	650
170734	1969
627821	961
384763	3671
213011	2765
330463	4990
22690	4146
100042450	2190
257882	966
258917	945
258918	942
18349	1044
258383	960
258915	939
269862	954
258384	927
22776	3501
18616	6624
100169889	865
57775	7319
100499513	84
116811	3225
20871	1438
232853	2037
76373	3025
232854	2700
232855	2772
76229	3806
12727	4578
22306	2559
100042591	2586
22311	2559
624512	2586
100042636	2559
625353	2586
100042653	2559
72716	1644
100042848	2559
22310	3623
381838	2849
434113	2586
100042810	2559
100042781	2559
545909	2586
434110	2586
22305	3078
100042688	2559
100042894	2430
100042891	2559
100861759	1355
625580	2568
625605	2559
434117	2586
100042921	2559
384534	2559
171264	1524
384752	2964
171263	999
22775	4191
628580	960
252904	1732
171262	897
210045	3274
252910	2037
434555	2257
665780	1754
665798	1088
245109	2276
545913	1992
628737	971
665848	1745
665902	1829
675782	975
252905	921
171237	912
628898	537
171240	915
171241	918
171239	975
628946	921
171242	942
100042437	921
171238	927
100043092	1594
171244	921
171268	915
171243	921
171267	957
619331	2336
67370	6424
73090	853
637908	2421
666085	2421
100042499	2346
629079	2340
232875	3626
67230	7933
65020	3549
243833	3833
232878	2620
20103	740
100502827	528
381845	3239
243834	4289
269870	4914
26459	2330
232879	2140
21849	3242
68953	927
22192	1567
109889	3497
252909	927
100312473	951
171261	888
100312474	951
171260	951
321008	3348
16881	3520
232889	3485
29865	1745
330470	822
77684	530
434264	1046
100043194	741
20859	1021
434121	964
629203	858
629219	969
100502975	1110
434123	659
76971	2243
638251	897
100417675	4528
627280	930
194588	1264
246792	1329
71468	1217
246791	1603
252829	1312
100862151	884
252830	1336
12951	3018
546024	2967
20364	705
68077	1558
100217441	99
259300	3058
243842	5360
666528	4561
108124	2332
70394	1649
110891	4235
17537	1781
71723	3801
319430	3561
12273	2570
66300	1680
243846	2570
170770	1976
56459	1871
100503024	985
330474	6051
69094	815
18142	2091
232906	8393
100038912	715
101434	1391
26368	1374
232910	798
20514	2758
100503076	390
243853	2806
97387	3535
101540	3757
320950	2235
629378	2828
14709	920
19222	3334
12315	2208
434128	4147
71691	1687
434130	2058
19060	2070
100503373	467
53417	7019
26436	2283
384557	2121
114872	5441
671132	1501
232919	1922
73250	3248
67084	1024
381852	1839
66996	1011
69785	1085
67315	2624
232925	575
266815	2489
26438	2537
114871	1963
574429	2058
114868	3067
545925	1942
56868	2179
72242	2159
434540	1428
243862	1871
20958	3113
26439	2547
26437	2084
243864	1120
21946	681
232933	2010
384569	8372
378430	1439
232934	2175
272359	2699
15377	2039
68188	4121
83434	2357
13401	2520
13400	2761
100526504	65
20475	2853
243867	2962
67369	2100
107686	488
381853	1792
72205	2312
724063	98
319197	2884
403187	2260
22323	2252
232941	1631
20167	2025
14282	3776
13870	1488
70333	2248
333654	3130
13871	3547
100124438	75
232943	1784
12715	1415
100503495	1208
232944	2259
74463	2861
232946	1834
67091	768
69547	2753
232947	2971
69731	763
63872	1530
53609	2154
19698	2204
56457	4131
11813	631
11425	464
11812	540
11816	1251
53333	1666
19294	3444
57278	2407
80794	1662
12051	1835
100502736	998
330483	1635
319930	3361
52118	2888
70080	1895
71601	2897
243874	3346
667067	924
620401	924
404290	966
620537	918
100312475	924
620574	924
100043523	921
545926	921
100042964	924
100042966	2293
435949	918
100043536	924
100042968	924
100042971	966
667129	918
667135	924
435946	924
100042976	921
100043550	1517
673977	924
667292	921
100043566	1313
100043569	894
436135	924
100042996	966
667273	888
667268	924
667262	924
667259	921
384696	924
435953	918
667240	945
435951	918
384695	924
381937	1308
670764	924
667215	924
100043013	966
621561	918
667199	924
621510	924
628475	1335
100043595	495
100043596	924
100043016	921
100043604	2403
100043019	945
100043025	918
667404	924
435940	924
545929	1726
667421	2337
100043614	924
100043029	921
620736	906
667444	894
100043033	924
100043037	966
667464	918
667469	924
667472	924
667094	921
100043625	1309
100043043	924
667485	918
81011	2439
100043051	924
100043058	966
435947	918
667504	924
667512	924
100043061	921
100043638	1313
667530	924
667543	921
100043645	1594
667551	894
100043067	924
670857	918
620758	924
100043079	945
100043083	918
667586	924
667599	924
100043665	1724
100043667	924
100043088	921
628664	1414
446099	3382
23968	3511
622032	948
100043101	930
100043103	915
546944	915
81012	1581
81010	1225
545934	942
404291	942
622222	915
546943	915
384572	930
232959	915
404286	972
100043121	655
232962	970
404289	1088
404287	918
209824	918
210135	3383
57745	3507
56525	3452
232966	2236
56707	7134
56869	2747
54678	2632
100503506	864
22755	3510
22719	2347
22756	2660
69301	886
76942	935
16534	2037
71997	2232
100862141	529
210145	1831
18793	1396
260299	2155
232969	1165
210146	6124
641361	730
22594	2155
101544	2741
66071	1484
232970	2282
72434	1629
100043706	1080
56746	1054
381959	1020
232972	1172
210155	882
68891	2714
26366	1050
232973	1095
71241	1619
20085	629
12518	1327
16801	3598
232974	1377
14470	875
232975	3895
14809	3840
232976	4236
18987	3437
434147	1074
100503578	2069
67379	1828
210172	3352
606496	2259
77124	1542
13875	3503
100503597	596
71722	6102
18476	870
623131	1293
100862187	209
330485	2298
269878	10040
72383	723
100503615	989
16890	3266
654804	1887
100862213	1252
232983	760
26365	3736
26367	3827
100862240	447
632778	910
66349	2389
232984	1867
12039	1773
27998	1031
320208	877
232987	1021
21803	2094
52132	2986
100862251	905
232989	3041
26362	5084
74134	2621
13088	1872
13089	1876
13094	1877
100312477	945
13086	1715
330490	3020
243880	3575
233001	3294
171265	960
243881	2182
13090	2695
13108	1853
13087	1715
233005	2226
13085	1667
13107	1820
384724	1512
112406	2107
19342	1170
100526505	88
12587	567
53607	1570
414069	1748
100316839	120
233011	3218
100862260	1069
76889	2190
100503685	2133
18223	2733
108075	5595
192192	2347
80297	9085
233016	865
170742	1257
55942	1188
19153	5260
233020	2415
18807	2164
66367	2715
11652	3241
73032	904
269881	3690
112415	4739
22718	4057
100043229	632
100862275	1050
71163	2192
22717	3796
545938	3511
73430	5158
100043771	609
338354	5511
100043772	6546
23996	1436
215384	7930
319482	7922
14113	1159
13549	2520
386655	1288
434156	2424
280621	1215
13389	2163
66525	1179
20924	3513
20055	615
100302567	94
101497	5052
22695	1765
67224	2162
54624	1953
233033	4391
63986	1111
80749	2782
70001	552
330496	582
338374	582
68416	557
233038	1531
70584	2898
101744	1923
233040	2075
50760	1972
24030	684
71984	1910
624918	1051
18036	1945
64383	1863
100503790	1619
320435	2873
15388	2142
51798	1138
16855	1439
100038382	2902
16858	597
60594	2828
60595	3811
73830	773
26411	2699
20190	15362
100316710	59
233046	4636
73833	1269
101809	4056
243897	2653
57296	1513
320225	3566
52150	4089
77254	1144
72275	507
20733	1460
68458	531
29861	2278
74206	7713
114675	8393
243900	10527
76718	3957
74352	5711
100316711	83
22693	2604
625349	917
233056	4525
233057	2764
233058	3334
22689	3529
73729	2620
72723	3711
625421	1461
243905	7183
243906	3491
330502	3396
72556	1692
26466	3716
233060	2193
26465	2031
330503	2955
12865	366
12336	1430
66411	1173
69920	690
381867	549
233064	4744
76686	3300
233065	945
233066	1354
68332	967
233067	2861
22177	569
23900	442
243910	2010
11803	2392
243911	3122
54631	5661
445267	1339
56189	1817
100504207	2648
233071	4396
333193	2466
243912	1325
75660	998
66340	651
233073	864
101883	1186
75410	8457
58206	1775
109637	1308
110323	505
14008	1048
68035	1701
71909	2195
74927	699
69147	610
233075	567
11944	3447
69804	868
791088	1276
14447	1317
282619	2286
73712	2164
64661	456
233079	2826
233080	1625
233081	903
12483	4314
17136	2427
66438	437
84506	395
100862373	558
22282	2419
100043823	3823
54135	2177
76415	2667
18301	1377
57780	678
56188	712
243914	3444
17178	524
15451	1830
20266	1515
52857	2681
100038516	1134
57426	419
381970	512
100043326	339
384585	419
100503242	342
100043836	517
626305	414
100862361	441
384594	468
624584	327
100043355	282
100043842	339
668379	495
668381	282
384589	404
100861685	441
270499	468
624439	497
100043376	282
668411	468
668526	497
100043388	282
546954	468
100043856	339
545947	527
434676	282
494519	520
545948	414
626970	339
353109	516
233090	503
100043860	400
110187	529
233099	567
11354	409
100043868	491
101543	1958
50995	2524
68079	1283
14751	2856
100126229	4184
233103	5808
100861829	1081
67070	2724
233107	2413
68947	2397
18624	1853
12611	4702
12606	2636
53896	1950
435965	3938
384605	2083
67471	3057
52428	3439
101831	1788
72140	2567
30962	1984
71981	1621
110959	1922
243923	6590
245886	4953
56330	642
233115	7671
668501	6690
100861838	540
78547	696
100043872	707
243931	5002
243937	4411
67641	1288
19777	3451
12447	1956
72244	3454
72287	1559
66161	1214
627975	2595
625594	2577
434171	3441
100043467	2583
546957	3587
100861663	2583
100861861	2966
100861679	2595
100861686	2577
100861694	2171
100861705	3508
628058	5136
100038967	2568
620018	2583
100038914	2966
668618	1842
330513	3047
434168	519
233147	1980
70227	5964
628161	407
71029	1000
320210	2918
58188	1455
243944	2022
233164	2852
627987	2000
100039269	2577
628304	2568
434172	3033
233168	2931
269902	2592
101835	3411
628359	1617
668572	3836
67607	3833
75835	2952
628422	2589
628444	2598
434175	1383
637898	2562
637873	2598
628490	265
71162	1373
434178	4096
637776	1347
208111	5011
434179	3145
546964	2580
100039706	4075
435975	2580
100045125	1591
668612	2565
100039589	912
668620	3112
100170401	1428
69930	4190
233186	2446
243958	2484
233187	866
72310	813
74276	616
110826	815
75690	3833
210094	2567
74054	3970
12489	2571
210104	3381
210105	4993
74400	2412
72431	1938
83382	1849
233189	2460
317653	1270
626834	1033
100504720	2554
69511	930
56538	1450
69540	1354
101533	1475
259277	1322
23993	1745
19144	1410
68668	1239
56640	1237
317652	765
16604	448
16624	848
16623	848
13648	870
16613	861
16618	873
16619	889
16616	904
13646	799
16615	1381
16617	848
18050	888
18048	839
16622	861
16612	876
70004	1188
668661	1982
100217434	84
100217433	72
100503991	1278
20256	1956
243961	7596
69349	913
20981	2498
272381	2726
68352	966
66124	1051
69683	1855
75538	849
233199	3624
272382	2786
18971	3424
22260	1964
16541	1479
16504	5056
71960	6376
69578	992
75510	639
243963	3805
101568	1753
107503	1993
100328588	2301
18226	2385
14204	2047
233204	2601
67605	1882
735269	73
59047	2099
84113	1883
75613	2271
70300	1698
11771	3443
22116	1857
78070	2794
15469	1508
100502630	1090
75736	1075
54131	2189
233208	4177
20130	946
233210	6879
65116	1304
66394	2134
52377	1453
14132	1738
387168	65
27207	602
27212	87
100861642	584
22121	1026
27211	89
27210	66
27208	82
100628629	74
27209	81
14256	1075
69748	2567
68845	1101
72961	2940
210541	1877
114640	569
384619	2210
50722	903
21677	2115
12493	1226
381884	2392
76713	1732
68667	4245
15464	2431
76787	4866
50994	828
22342	716
20637	1639
16495	3494
78405	1963
100862214	944
16866	509
20174	1675
14936	3681
100861649	445
14325	970
12028	869
71755	2738
18220	2639
56734	1924
17872	2333
69217	2660
66065	1365
71661	1122
12036	2204
56636	947
14343	2578
73456	1493
69903	3152
100126243	1650
74490	2179
14344	2865
56546	1873
243967	1574
12348	1450
13170	1678
56632	4163
19899	679
73813	2900
69363	710
54200	1136
545963	321
381983	4828
19158	2527
211480	2639
101612	1902
100502828	1235
14814	4383
68137	1525
58867	964
70209	2169
13732	972
211535	2453
27421	4958
211548	4259
16514	3252
20927	4952
72088	3135
18419	10043
17927	1854
16502	9410
27414	1460
21990	2158
78935	4699
20210	531
20211	2034
20208	607
20209	610
246694	4807
14884	2745
384622	636
16828	1930
16833	1310
22088	1832
54122	4607
97402	2020
629141	567
101685	5226
67893	1791
19259	3455
381886	905
668725	1049
233221	1088
668727	1240
235712	1260
233222	1295
235854	1503
404242	1180
404239	969
233230	966
620137	1020
404240	1123
233231	4185
243978	4559
243979	2077
404238	939
243983	2407
13009	973
108961	3691
100040465	1662
78286	12066
13172	2077
53415	1495
71974	2495
104245	2550
338352	2812
73515	489
243996	1339
668779	471
233246	7785
140919	4320
100040608	1691
14453	2137
75744	3235
100503036	388
100503091	1346
233271	5274
233274	2397
233276	3681
100861735	611
20430	6672
93790	3989
320845	1405
233280	1885
15204	15348
100861750	572
18431	3120
14407	1673
791383	1417
110886	2674
14402	5683
11982	5469
22215	6137
613263	7288
330544	3708
16353	734
64243	90
100862301	2734
64245	90
64244	90
52480	2193
100217429	46
84704	1970
20646	2380
664849	1401
27493	6784
319752	2058
100526544	69
100526531	80
319893	2004
100526543	80
100526541	66
100526558	63
100526506	92
723931	95
100041293	843
100124439	80
320026	1836
100526507	71
100526527	68
17984	1652
27385	4662
22652	2547
27412	2640
11441	2091
170711	3461
50794	6396
381994	1015
17364	6848
387207	106
233315	5205
330554	3475
67973	2202
73724	696
11784	3321
70638	4754
66647	1391
21872	7114
665234	906
272396	3194
68634	1003
100038420	2797
100503969	691
18553	4298
68981	1250
109815	1191
100861796	723
269941	4176
233328	7456
56847	3401
117589	5057
72635	5243
545975	3251
233332	6029
75099	3383
17258	2877
67867	4261
67009	4949
233335	7866
73904	1083
16001	11978
78444	955
100504026	1340
434197	2818
71244	1533
384639	1554
66412	3955
73796	1000
11819	4870
434198	1812
100038563	2525
244049	5789
100042880	657
625243	2092
100504141	1008
100505025	1819
319783	2973
244058	3586
244059	9071
69170	5143
665610	526
244061	1072
100038347	2678
100579147	2696
100861851	763
20450	5376
108116	5368
100504215	1135
64176	5706
68954	2626
75547	12543
100504230	1379
207952	3735
244071	3369
18213	5171
791275	2209
414121	3091
67308	1029
67994	1043
76375	2217
723884	97
68048	2580
57444	1170
100504648	1119
11595	7355
67666	1433
17304	2126
54608	2903
19771	2203
208836	4619
18975	4596
100038478	2128
101694	3979
723968	90
56315	2090
77011	7199
16576	4522
103968	1916
100861920	885
18631	879
626359	2285
17292	1077
17293	1936
16790	3423
11778	5804
71339	1692
70420	2184
209225	4803
100859962	522
269951	1703
100316758	126
20352	3946
23991	837
269952	3520
269954	3010
83485	1718
233405	2568
233406	3011
269955	2340
101869	3263
68695	860
140481	6554
14159	2762
18550	4399
12144	4946
70461	5110
100504375	2884
29875	7359
22691	2287
71968	2587
68039	701
56529	1113
233410	7292
116904	6369
434203	2846
623286	351
18584	2683
20068	474
12877	3114
11775	3806
210321	690
100504421	854
100316717	73
244091	2976
434204	3069
26557	11149
67148	1423
67290	857
83962	3001
107769	2202
29877	5868
12173	4663
434205	2626
20408	1426
269959	7285
330577	2788
101592	3637
77800	985
619808	1015
108797	3416
71285	1440
330578	1415
100038384	1834
233424	4316
170460	2425
16170	4989
100504131	306
666170	1487
75556	1294
73079	1193
80889	3847
67943	4492
80982	7114
70178	2238
11864	5891
100039239	1863
14085	1585
65098	1658
72495	1717
620480	468
258410	1159
258411	948
100009609	2538
233437	2556
620672	2556
620697	2556
330581	2553
670940	2565
233445	2568
244114	2571
620928	2556
546980	2562
546981	2562
675969	2562
258222	1082
258196	927
258614	927
258610	942
258609	960
